Site Type,,Suburban Background,,,,Urban Background,,,,Suburban Background,,,,Urban Industrial,,,,Urban Background,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Greenwich",,,,"Hillingdon",,,,"Hillingdon",,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2021-09-08,05:00:00,61.4,V ugm-3 (FIDAS),51.51,V ugm-3 (Ref.eq),57.102,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),53,V ugm-3 (FIDAS),46.321,V ugm-3 (Ref.eq),70.848,V ugm-3 (FIDAS),43.243,V ugm-3 (Ref.eq),,,57.9,V ugm-3 (FIDAS),49.34,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,50.5,V ugm-3 (FIDAS),41.604,V ugm-3 (Ref.eq),53.45,V ugm-3 (FIDAS),44.363,V ugm-3 (Ref.eq),57,V ugm-3 (BAM)
2021-09-08,06:00:00,58.4,V ugm-3 (FIDAS),46.51,V ugm-3 (Ref.eq),57.102,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),57,V ugm-3 (FIDAS),49.245,V ugm-3 (Ref.eq),58.17,V ugm-3 (FIDAS),41.854,V ugm-3 (Ref.eq),,,57.8,V ugm-3 (FIDAS),48.491,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,48.9,V ugm-3 (FIDAS),40,V ugm-3 (Ref.eq),54.2,V ugm-3 (FIDAS),44.835,V ugm-3 (Ref.eq),48,V ugm-3 (BAM)
2021-09-08,07:00:00,69.6,V ugm-3 (FIDAS),49.717,V ugm-3 (Ref.eq),60.001,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),52.8,V ugm-3 (FIDAS),45.849,V ugm-3 (Ref.eq),86.313,V ugm-3 (FIDAS),43.425,V ugm-3 (Ref.eq),,,58.2,V ugm-3 (FIDAS),46.604,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,48.1,V ugm-3 (FIDAS),38.491,V ugm-3 (Ref.eq),53.075,V ugm-3 (FIDAS),41.911,V ugm-3 (Ref.eq),45,V ugm-3 (BAM)
2021-09-08,08:00:00,59.5,V ugm-3 (FIDAS),40.378,V ugm-3 (Ref.eq),57.102,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),52.5,V ugm-3 (FIDAS),42.17,V ugm-3 (Ref.eq),73.043,V ugm-3 (FIDAS),36.29,V ugm-3 (Ref.eq),,,54.3,V ugm-3 (FIDAS),39.906,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,48.8,V ugm-3 (FIDAS),37.264,V ugm-3 (Ref.eq),46.925,V ugm-3 (FIDAS),34.175,V ugm-3 (Ref.eq),45,V ugm-3 (BAM)
2021-09-08,09:00:00,54,V ugm-3 (FIDAS),31.981,V ugm-3 (Ref.eq),57.102,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),42.9,V ugm-3 (FIDAS),32.547,V ugm-3 (Ref.eq),47.975,V ugm-3 (FIDAS),25.234,V ugm-3 (Ref.eq),,,40.6,V ugm-3 (FIDAS),26.038,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,48,V ugm-3 (FIDAS),30.661,V ugm-3 (Ref.eq),37.425,V ugm-3 (FIDAS),24.528,V ugm-3 (Ref.eq),38,V ugm-3 (BAM)
2021-09-08,10:00:00,42,V ugm-3 (FIDAS),25.66,V ugm-3 (Ref.eq),43.576,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),37.4,V ugm-3 (FIDAS),23.679,V ugm-3 (Ref.eq),30.64,V ugm-3 (FIDAS),16.682,V ugm-3 (Ref.eq),,,36.5,V ugm-3 (FIDAS),19.245,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,35.8,V ugm-3 (FIDAS),20,V ugm-3 (Ref.eq),24.525,V ugm-3 (FIDAS),14.528,V ugm-3 (Ref.eq),24,V ugm-3 (BAM)
2021-09-08,11:00:00,38.6,V ugm-3 (FIDAS),22.076,V ugm-3 (Ref.eq),26.184,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),37.5,V ugm-3 (FIDAS),19.434,V ugm-3 (Ref.eq),23.555,V ugm-3 (FIDAS),12.498,V ugm-3 (Ref.eq),,,28.2,V ugm-3 (FIDAS),14.717,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,24.6,V ugm-3 (FIDAS),13.585,V ugm-3 (Ref.eq),21.833,V ugm-3 (FIDAS),10.629,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2021-09-08,12:00:00,34.3,V ugm-3 (FIDAS),18.396,V ugm-3 (Ref.eq),35.846,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),27.8,V ugm-3 (FIDAS),15.472,V ugm-3 (Ref.eq),18.328,V ugm-3 (FIDAS),9.925,V ugm-3 (Ref.eq),,,31.4,V ugm-3 (FIDAS),15.377,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,26.2,V ugm-3 (FIDAS),13.396,V ugm-3 (Ref.eq),18.25,V ugm-3 (FIDAS),9.859,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2021-09-08,13:00:00,35.5,V ugm-3 (FIDAS),16.51,V ugm-3 (Ref.eq),33.914,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),27.6,V ugm-3 (FIDAS),14.906,V ugm-3 (Ref.eq),16.53,V ugm-3 (FIDAS),8.769,V ugm-3 (Ref.eq),,,32.9,V ugm-3 (FIDAS),15.849,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,27.9,V ugm-3 (FIDAS),14.34,V ugm-3 (Ref.eq),17.05,V ugm-3 (FIDAS),9.127,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2021-09-08,14:00:00,37.1,V ugm-3 (FIDAS),18.302,V ugm-3 (Ref.eq),32.947,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),29.5,V ugm-3 (FIDAS),14.245,V ugm-3 (Ref.eq),14.528,V ugm-3 (FIDAS),8.209,V ugm-3 (Ref.eq),,,32.8,V ugm-3 (FIDAS),14.717,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,25.9,V ugm-3 (FIDAS),13.113,V ugm-3 (Ref.eq),17.175,V ugm-3 (FIDAS),9.033,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2021-09-08,15:00:00,46.3,V ugm-3 (FIDAS),25.66,V ugm-3 (Ref.eq),38.745,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),27.9,V ugm-3 (FIDAS),14.151,V ugm-3 (Ref.eq),13.083,V ugm-3 (FIDAS),7.925,V ugm-3 (Ref.eq),,,36.3,V ugm-3 (FIDAS),16.887,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,26.5,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),16.825,V ugm-3 (FIDAS),8.656,V ugm-3 (Ref.eq),15,V ugm-3 (BAM)
2021-09-08,16:00:00,43.5,V ugm-3 (FIDAS),28.679,V ugm-3 (Ref.eq),40.677,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),34,V ugm-3 (FIDAS),18.019,V ugm-3 (Ref.eq),20.973,V ugm-3 (FIDAS),9.906,V ugm-3 (Ref.eq),,,41.3,V ugm-3 (FIDAS),22.359,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,29.8,V ugm-3 (FIDAS),13.962,V ugm-3 (Ref.eq),15.55,V ugm-3 (FIDAS),8.302,V ugm-3 (Ref.eq),13,V ugm-3 (BAM)
2021-09-08,17:00:00,46.9,V ugm-3 (FIDAS),30.661,V ugm-3 (Ref.eq),43.576,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),37.1,V ugm-3 (FIDAS),22.642,V ugm-3 (Ref.eq),28.823,V ugm-3 (FIDAS),14,V ugm-3 (Ref.eq),,,46.1,V ugm-3 (FIDAS),26.698,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,35.8,V ugm-3 (FIDAS),18.396,V ugm-3 (Ref.eq),24,V ugm-3 (FIDAS),12.759,V ugm-3 (Ref.eq),26,V ugm-3 (BAM)
2021-09-08,18:00:00,47.2,V ugm-3 (FIDAS),32.359,V ugm-3 (Ref.eq),35.846,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),39,V ugm-3 (FIDAS),24.717,V ugm-3 (Ref.eq),35.94,V ugm-3 (FIDAS),18.3,V ugm-3 (Ref.eq),,,43.8,V ugm-3 (FIDAS),25.944,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,35.4,V ugm-3 (FIDAS),21.038,V ugm-3 (Ref.eq),38.95,V ugm-3 (FIDAS),20.118,V ugm-3 (Ref.eq),17,V ugm-3 (BAM)
2021-09-08,19:00:00,47.8,V ugm-3 (FIDAS),34.151,V ugm-3 (Ref.eq),49.373,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),36.6,V ugm-3 (FIDAS),23.868,V ugm-3 (Ref.eq),37.938,V ugm-3 (FIDAS),20.58,V ugm-3 (Ref.eq),,,44.6,V ugm-3 (FIDAS),30.283,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,40.1,V ugm-3 (FIDAS),24.906,V ugm-3 (Ref.eq),37.625,V ugm-3 (FIDAS),21.722,V ugm-3 (Ref.eq),28,V ugm-3 (BAM)
2021-09-08,20:00:00,48.9,V ugm-3 (FIDAS),36.981,V ugm-3 (Ref.eq),50.339,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),39.5,V ugm-3 (FIDAS),28.868,V ugm-3 (Ref.eq),38.503,V ugm-3 (FIDAS),22.635,V ugm-3 (Ref.eq),,,53.8,V ugm-3 (FIDAS),36.698,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,42.2,V ugm-3 (FIDAS),29.811,V ugm-3 (Ref.eq),41.325,V ugm-3 (FIDAS),22.972,V ugm-3 (Ref.eq),33,V ugm-3 (BAM)
2021-09-08,21:00:00,65.5,V ugm-3 (FIDAS),48.302,V ugm-3 (Ref.eq),61.933,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),43.2,V ugm-3 (FIDAS),33.113,V ugm-3 (Ref.eq),30.963,V ugm-3 (FIDAS),17.92,V ugm-3 (Ref.eq),,,60.5,V ugm-3 (FIDAS),42.925,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,49,V ugm-3 (FIDAS),36.132,V ugm-3 (Ref.eq),28.275,V ugm-3 (FIDAS),17.359,V ugm-3 (Ref.eq),48,V ugm-3 (BAM)
2021-09-08,22:00:00,67.9,V ugm-3 (FIDAS),52.642,V ugm-3 (Ref.eq),63.866,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),45.8,V ugm-3 (FIDAS),35.661,V ugm-3 (Ref.eq),24.408,V ugm-3 (FIDAS),16.234,V ugm-3 (Ref.eq),,,54.1,V ugm-3 (FIDAS),42.264,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,49.1,V ugm-3 (FIDAS),39.623,V ugm-3 (Ref.eq),25.075,V ugm-3 (FIDAS),17.476,V ugm-3 (Ref.eq),53,V ugm-3 (BAM)
2021-09-08,23:00:00,68.2,V ugm-3 (FIDAS),55.755,V ugm-3 (Ref.eq),58.069,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),49.6,V ugm-3 (FIDAS),40.283,V ugm-3 (Ref.eq),32.793,V ugm-3 (FIDAS),19.245,V ugm-3 (Ref.eq),,,34.6,V ugm-3 (FIDAS),27.17,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,32,V ugm-3 (FIDAS),25.849,V ugm-3 (Ref.eq),24.75,V ugm-3 (FIDAS),18.443,V ugm-3 (Ref.eq),20,V ugm-3 (BAM)
2021-09-08,24:00:00,38.7,V ugm-3 (FIDAS),30,V ugm-3 (Ref.eq),44.542,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),33.5,V ugm-3 (FIDAS),26.321,V ugm-3 (Ref.eq),24.658,V ugm-3 (FIDAS),18.5,V ugm-3 (Ref.eq),,,27.4,V ugm-3 (FIDAS),21.415,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,29.1,V ugm-3 (FIDAS),23.208,V ugm-3 (Ref.eq),26.2,V ugm-3 (FIDAS),19.316,V ugm-3 (Ref.eq),18,V ugm-3 (BAM)
2021-09-09,01:00:00,35.9,V ugm-3 (FIDAS),29.528,V ugm-3 (Ref.eq),36.812,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),25.7,V ugm-3 (FIDAS),19.717,V ugm-3 (Ref.eq),24.85,V ugm-3 (FIDAS),18.366,V ugm-3 (Ref.eq),,,28.1,V ugm-3 (FIDAS),21.981,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,26.1,V ugm-3 (FIDAS),20.472,V ugm-3 (Ref.eq),21.6,V ugm-3 (FIDAS),16.958,V ugm-3 (Ref.eq),23,V ugm-3 (BAM)
2021-09-09,02:00:00,32.6,V ugm-3 (FIDAS),26.132,V ugm-3 (Ref.eq),28.116,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),23.6,V ugm-3 (FIDAS),19.623,V ugm-3 (Ref.eq),27.295,V ugm-3 (FIDAS),20.255,V ugm-3 (Ref.eq),,,26.4,V ugm-3 (FIDAS),20.943,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,24.3,V ugm-3 (FIDAS),19.34,V ugm-3 (Ref.eq),14.525,V ugm-3 (FIDAS),11.297,V ugm-3 (Ref.eq),19,V ugm-3 (BAM)
2021-09-09,03:00:00,27.2,V ugm-3 (FIDAS),21.321,V ugm-3 (Ref.eq),27.15,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),22.8,V ugm-3 (FIDAS),18.396,V ugm-3 (Ref.eq),27.655,V ugm-3 (FIDAS),20.943,V ugm-3 (Ref.eq),,,29.6,V ugm-3 (FIDAS),23.774,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,22.7,V ugm-3 (FIDAS),17.925,V ugm-3 (Ref.eq),26.225,V ugm-3 (FIDAS),20.66,V ugm-3 (Ref.eq),24,V ugm-3 (BAM)
2021-09-09,04:00:00,25.9,V ugm-3 (FIDAS),20.283,V ugm-3 (Ref.eq),24.252,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),19.9,V ugm-3 (FIDAS),15.566,V ugm-3 (Ref.eq),29.358,V ugm-3 (FIDAS),23.51,V ugm-3 (Ref.eq),,,31.4,V ugm-3 (FIDAS),24.717,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,27.5,V ugm-3 (FIDAS),22.547,V ugm-3 (Ref.eq),27.075,V ugm-3 (FIDAS),22.429,V ugm-3 (Ref.eq),22,V ugm-3 (BAM)
2021-09-09,05:00:00,28,V ugm-3 (FIDAS),22.642,V ugm-3 (Ref.eq),27.15,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),23.6,V ugm-3 (FIDAS),18.208,V ugm-3 (Ref.eq),22.888,V ugm-3 (FIDAS),18.701,V ugm-3 (Ref.eq),,,25.7,V ugm-3 (FIDAS),20.566,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,29.2,V ugm-3 (FIDAS),24.434,V ugm-3 (Ref.eq),25.725,V ugm-3 (FIDAS),21.745,V ugm-3 (Ref.eq),24,V ugm-3 (BAM)
2021-09-09,06:00:00,23,V ugm-3 (FIDAS),19.34,V ugm-3 (Ref.eq),25.218,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),28,V ugm-3 (FIDAS),22.642,V ugm-3 (Ref.eq),18.22,V ugm-3 (FIDAS),14.396,V ugm-3 (Ref.eq),,,20.7,V ugm-3 (FIDAS),16.981,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,24.3,V ugm-3 (FIDAS),20.66,V ugm-3 (Ref.eq),21.725,V ugm-3 (FIDAS),17.099,V ugm-3 (Ref.eq),15,V ugm-3 (BAM)
2021-09-09,07:00:00,18.2,V ugm-3 (FIDAS),14.623,V ugm-3 (Ref.eq),24.252,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),21.6,V ugm-3 (FIDAS),16.887,V ugm-3 (Ref.eq),15.843,V ugm-3 (FIDAS),12.682,V ugm-3 (Ref.eq),,,16.8,V ugm-3 (FIDAS),14.34,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,18.7,V ugm-3 (FIDAS),15.566,V ugm-3 (Ref.eq),17.925,V ugm-3 (FIDAS),14.009,V ugm-3 (Ref.eq),18,V ugm-3 (BAM)
2021-09-09,08:00:00,17.8,V ugm-3 (FIDAS),13.868,V ugm-3 (Ref.eq),22.319,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),15.4,V ugm-3 (FIDAS),12.547,V ugm-3 (Ref.eq),16.005,V ugm-3 (FIDAS),12.302,V ugm-3 (Ref.eq),,,17.6,V ugm-3 (FIDAS),13.868,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,16.9,V ugm-3 (FIDAS),13.302,V ugm-3 (Ref.eq),15.35,V ugm-3 (FIDAS),12.335,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2021-09-09,09:00:00,13.4,V ugm-3 (FIDAS),9.434,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),15.4,V ugm-3 (FIDAS),11.698,V ugm-3 (Ref.eq),11.811,V ugm-3 (FIDAS),9.165,V ugm-3 (Ref.eq),,,14.2,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,14,V ugm-3 (FIDAS),10.849,V ugm-3 (Ref.eq),11.25,V ugm-3 (FIDAS),7.83,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2021-09-09,10:00:00,8.4,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),18.454,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),11.9,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),8.128,V ugm-3 (FIDAS),5.685,V ugm-3 (Ref.eq),,,8.3,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,11,V ugm-3 (FIDAS),7.83,V ugm-3 (Ref.eq),12.45,V ugm-3 (FIDAS),8.726,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2021-09-09,11:00:00,7,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),18.454,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.7,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),9.024,V ugm-3 (FIDAS),6.29,V ugm-3 (Ref.eq),,,7.8,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,8.1,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),10,V ugm-3 (FIDAS),6.368,V ugm-3 (Ref.eq),2,V ugm-3 (BAM)
2021-09-09,12:00:00,6.3,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),16.522,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),7.477,V ugm-3 (FIDAS),5.542,V ugm-3 (Ref.eq),,,6.4,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,8.1,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),7.875,V ugm-3 (FIDAS),5.118,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2021-09-09,13:00:00,5.8,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.6,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),6.264,V ugm-3 (FIDAS),3.852,V ugm-3 (Ref.eq),,,6.5,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,6.6,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),7.775,V ugm-3 (FIDAS),4.67,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-09,14:00:00,6,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.7,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),6.717,V ugm-3 (FIDAS),3.79,V ugm-3 (Ref.eq),,,8.2,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,7.5,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),7.925,V ugm-3 (FIDAS),4.316,V ugm-3 (Ref.eq),2,V ugm-3 (BAM)
2021-09-09,15:00:00,6.4,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.4,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),6.368,V ugm-3 (FIDAS),3.61,V ugm-3 (Ref.eq),,,7,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,7,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),7.05,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),1,V ugm-3 (BAM)
2021-09-09,16:00:00,6.6,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),10.725,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.2,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),5.673,V ugm-3 (FIDAS),3.125,V ugm-3 (Ref.eq),,,6.7,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,7.3,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),7.85,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),17,V ugm-3 (BAM)
2021-09-09,17:00:00,8,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),10.725,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.5,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),3.68,V ugm-3 (FIDAS),1.596,V ugm-3 (Ref.eq),,,5.7,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,5.6,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),5.6,V ugm-3 (FIDAS),2.382,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-09,18:00:00,7.3,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),8.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.6,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),3.814,V ugm-3 (FIDAS),1.938,V ugm-3 (Ref.eq),,,4.8,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.2,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),5.05,V ugm-3 (FIDAS),2.241,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
